company,ticker,cik,gics_sector,form,file_date,period_ending,accession_number,file_id,file_type,filing_index_url,doc_url,classification,matched_snippet,exclusion_reason
PPL Corporation,PPL,922224,Utilities,8-K,2025-10-20,2025-10-20,0000922224-25-000044,0000922224-25-000044:ppl-20251020.htm,8-K,https://www.sec.gov/Archives/edgar/data/922224/000092222425000044/0000922224-25-000044-index.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222425000044/ppl-20251020.htm,utility_only,"d gas line or well activities, with recovery of such deferred asset or liability amounts to be addressed in future rate cases. finally, the agreement contains agreed positions regarding certain other tariff, rate, regulatory accounting and other issues in the rate increase proceedings, as well as recommending approval of all remaining matters as requested by the companies' applications. a kpsc hearing i",
PPL Corporation,PPL,922224,Utilities,8-K,2026-05-08,2026-05-08,0000922224-26-000024,0000922224-26-000024:ppl-3312026exhibit991.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/922224/000092222426000024/0000922224-26-000024-index.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222426000024/ppl-3312026exhibit991.htm,utility_only,"irst base rate case filing in over 10 years. the settlement includes various customer affordability enhancements, including protections under a new large-load customer rate class and electric service tariff, other modifications to low-income customer programs, and an agreement not to file a base rate case for at least two years from the effective date of the rate increases. the administrative law judges",
Public Service Enterprise Group,PEG,788784,Utilities,10-Q,2025-04-30,2025-03-31,0000950170-25-061108,0000950170-25-061108:peg-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/788784/000095017025061108/0000950170-25-061108-index.htm,https://www.sec.gov/Archives/edgar/data/788784/000095017025061108/peg-20250331.htm,utility_only,venues. pse&amp;g revenues from contracts with customers electric and gas distribution and transmission revenues &#8212;pse&amp;g sells gas and electricity to customers under default commodity supply tariffs. pse&amp;g&#8217;s regulated electric and gas default commodity supply and distribution services are separate tariffs which are satisfied as the product(s) and/or service(s) are delivered to the cus,
Public Service Enterprise Group,PEG,788784,Utilities,10-Q,2026-05-05,2026-03-31,0001193125-26-206545,0001193125-26-206545:peg-20260331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/788784/000119312526206545/0001193125-26-206545-index.htm,https://www.sec.gov/Archives/edgar/data/788784/000119312526206545/peg-20260331.htm,utility_only,venues. pse&amp;g revenues from contracts with customers electric and gas distribution and transmission revenues &#8212;pse&amp;g sells gas and electricity to customers under default commodity supply tariffs. pse&amp;g&#8217;s regulated electric and gas default commodity supply and distribution services are separate tariffs which are satisfied as the product(s) and/or service(s) are delivered to the cus,
Public Service Enterprise Group,PEG,788784,Utilities,10-Q,2025-08-05,2025-06-30,0000950170-25-103096,0000950170-25-103096:peg-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/788784/000095017025103096/0000950170-25-103096-index.htm,https://www.sec.gov/Archives/edgar/data/788784/000095017025103096/peg-20250630.htm,utility_only,venues. pse&amp;g revenues from contracts with customers electric and gas distribution and transmission revenues &#8212;pse&amp;g sells gas and electricity to customers under default commodity supply tariffs. pse&amp;g&#8217;s regulated electric and gas default commodity supply and distribution services are separate tariffs which are satisfied as the product(s) and/or service(s) are delivered to the cus,
Public Service Enterprise Group,PEG,788784,Utilities,10-Q,2025-11-03,2025-09-30,0001193125-25-262643,0001193125-25-262643:peg-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/788784/000119312525262643/0001193125-25-262643-index.htm,https://www.sec.gov/Archives/edgar/data/788784/000119312525262643/peg-20250930.htm,utility_only,venues. pse&amp;g revenues from contracts with customers electric and gas distribution and transmission revenues &#8212;pse&amp;g sells gas and electricity to customers under default commodity supply tariffs. pse&amp;g&#8217;s regulated electric and gas default commodity supply and distribution services are separate tariffs which are satisfied as the product(s) and/or service(s) are delivered to the cus,
Sempra,SRE,1032208,Utilities,10-K,2025-02-25,2024-12-31,0001032208-25-000012,0001032208-25-000012:sempra-123124xex991.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/1032208/000103220825000012/0001032208-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1032208/000103220825000012/sempra-123124xex991.htm,utility_only,"mission grid connections to merchant generation facilities and interconnections to other transmission grids in texas. the rates oncor charges for its electricity delivery services are set pursuant to tariffs approved by the puct and certain cities and, in the case of transmission service related to limited interconnections to other markets, the ferc. oncor is not a seller of electricity, nor does oncor",
Sempra,SRE,1032208,Utilities,10-K,2026-02-26,2025-12-31,0001032208-26-000010,0001032208-26-000010:sre-20251231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/sre-20251231.htm,utility_only,"ansmission lines, a total of 1,333 transmission and distribution substations, and interconnection to 230 third-party generation facilities totaling 63,670 mw. transmission revenues are provided under tariffs approved by either the puct or, to a small degree related to limited interconnections to other markets, the ferc. network transmission revenues compensate oncor for delivery of electricity over tran",
Sempra,SRE,1032208,Utilities,10-K,2026-02-26,2025-12-31,0001032208-26-000010,0001032208-26-000010:sempra-123125xex991.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/sempra-123125xex991.htm,utility_only,"mission grid connections to merchant generation facilities and interconnections to other transmission grids in texas. the rates oncor charges for its electricity delivery services are set pursuant to tariffs approved by the puct and certain cities and, in the case of transmission service related to limited interconnections to other markets, the ferc. oncor is not a seller of electricity, nor does oncor",
Southern Company,SO,92122,Utilities,8-K,2025-07-01,2025-07-01,0000092122-25-000066,0000092122-25-000066:so-20250701.htm,8-K,https://www.sec.gov/Archives/edgar/data/92122/000009212225000066/0000092122-25-000066-index.htm,https://www.sec.gov/Archives/edgar/data/92122/000009212225000066/so-20250701.htm,utility_only,"l rates to achieve a retail roe equal to the lower end of the approved retail roe range. any icr tariff would expire at the earlier of january 1, 2029 or the end of the calendar year in which the icr tariff becomes effective. in lieu of requesting implementation of an icr tariff, or if the georgia psc chooses not to implement the icr tariff, georgia power may file a full base rate case. except as provid",
Vistra Corp.,VST,1692819,Utilities,8-K,2026-01-05,2025-12-31,0001193125-26-002589,0001193125-26-002589:d62722dex22.htm,EX-2.2,https://www.sec.gov/Archives/edgar/data/1692819/000119312526002589/0001193125-26-002589-index.htm,https://www.sec.gov/Archives/edgar/data/1692819/000119312526002589/d62722dex22.htm,utility_only,"ursuant to section&nbsp;205 of the fpa to sell electric energy, capacity and certain ancillary services at market-based rates, (b)&nbsp;acceptance by ferc pursuant to section&nbsp;205 of the fpa of a tariff providing for such sales, and (c)&nbsp;the granting by ferc of such regulatory waivers and blanket authorizations as are customarily granted by ferc to similarly-situated companies with such authorit",
Vistra Corp.,VST,1692819,Utilities,8-K,2026-01-05,2025-12-31,0001193125-26-002589,0001193125-26-002589:d62722dex21.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/1692819/000119312526002589/0001193125-26-002589-index.htm,https://www.sec.gov/Archives/edgar/data/1692819/000119312526002589/d62722dex21.htm,utility_only,"ursuant to section&nbsp;205 of the fpa to sell electric energy, capacity and certain ancillary services at market-based rates, (b)&nbsp;acceptance by ferc pursuant to section&nbsp;205 of the fpa of a tariff providing for such sales, and (c)&nbsp;the granting by ferc of such regulatory waivers and blanket authorizations as are customarily granted by ferc to similarly-situated companies with such authorit",
Vistra Corp.,VST,1692819,Utilities,8-K,2025-05-21,2025-05-15,0001193125-25-123660,0001193125-25-123660:d948204dex21.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/1692819/000119312525123660/0001193125-25-123660-index.htm,https://www.sec.gov/Archives/edgar/data/1692819/000119312525123660/d948204dex21.htm,utility_only,"y actions expressly consented to or requested by the buyer; (n)&nbsp;any change in, or event (including any political, governmental or regulatory action or omission) affecting, the structure, design, tariffs, rates, pricing or rules (including systems, procedures, guidelines, policies or requirements promulgated or modified by caiso, iso-ne, nyiso, pjm or any other regional transmission organization or",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-03-02,2026-03-02,0000783325-26-000027,0000783325-26-000027:a032026marchfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000027/0000783325-26-000027-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000027/a032026marchfinal.htm,utility_only,"nd battery storage assets &#9642; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#9642; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#9642; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#9642; filed w",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-01-05,2026-01-05,0000783325-26-000003,0000783325-26-000003:a012026januaryfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000003/0000783325-26-000003-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000003/a012026januaryfinal.htm,utility_only,"battery storage assets &#61607; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#61607; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#61607; filed",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-12-05,2025-12-05,0000783325-25-000068,0000783325-25-000068:a122025decemberfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332525000068/0000783325-25-000068-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332525000068/a122025decemberfinal.htm,utility_only,"battery storage assets &#61607; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#6160",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-11-07,2025-11-07,0000783325-25-000063,0000783325-25-000063:a112025november-final.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332525000063/0000783325-25-000063-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332525000063/a112025november-final.htm,utility_only,"battery storage assets &#61607; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#6160",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-06-25,2025-06-25,0000783325-25-000019,0000783325-25-000019:a062025junefinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332525000019/0000783325-25-000019-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332525000019/a062025junefinal.htm,utility_only,"s &#61607; depreciable life for natural gas and battery storage assets &#61607; fixed for entire term: return on equity of 10.48% and equity ratio of 57% &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#6160",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-09-02,2025-09-02,0000783325-25-000053,0000783325-25-000053:a092025septemberfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332525000053/0000783325-25-000053-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332525000053/a092025septemberfinal.htm,utility_only,"&#61607; depreciable life for natural gas and battery storage assets. &#61607; fixed for entire term: return on equity of 10.48% and equity ratio of 57%. &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms. &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed. &#61",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-05-16,2025-05-16,0000107815-25-000194,0000107815-25-000194:a052025mayfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000010781525000194/0000107815-25-000194-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000010781525000194/a052025mayfinal.htm,utility_only,"s &#61607; depreciable life for natural gas and battery storage assets &#61607; fixed for entire term: return on equity of 10.48% and equity ratio of 57% &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#6160",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-02-06,2026-02-06,0000783325-26-000014,0000783325-26-000014:a022026februaryfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000014/0000783325-26-000014-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000014/a022026februaryfinal.htm,utility_only,"nd battery storage assets &#9642; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#9642; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#9642; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#9642; filed w",
WEC Energy Group,WEC,783325,Utilities,8-K,2025-08-04,2025-08-04,0000783325-25-000034,0000783325-25-000034:a082025augustfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332525000034/0000783325-25-000034-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332525000034/a082025augustfinal.htm,utility_only,"&#61607; depreciable life for natural gas and battery storage assets. &#61607; fixed for entire term: return on equity of 10.48% and equity ratio of 57%. &#61607; revenues and costs recovered through tariff will be excluded from future rate case proceedings and earnings sharing mechanisms. &#61607; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed. &#61",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-04-01,2026-04-01,0000783325-26-000040,0000783325-26-000040:a042026aprilfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000040/0000783325-26-000040-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000040/a042026aprilfinal.htm,utility_only,"nd battery storage assets &#9642; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#9642; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#9642; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed &#9642; filed w",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-06-01,2026-06-01,0000783325-26-000077,0000783325-26-000077:a062026junefinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000077/0000783325-26-000077-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000077/a062026junefinal.htm,utility_only,"42; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57% &#9642; specific roe within range agreed upon with customers &#9642; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#9642; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed pscw written or",
WEC Energy Group,WEC,783325,Utilities,8-K,2026-05-11,2026-05-11,0000783325-26-000060,0000783325-26-000060:a052026mayfinal.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/783325/000078332526000060/0000783325-26-000060-index.htm,https://www.sec.gov/Archives/edgar/data/783325/000078332526000060/a052026mayfinal.htm,utility_only,"nd battery storage assets &#9642; fixed for entire term: return on equity range of 10.48% to 10.98% and equity ratio of 57%, as agreed upon with customers &#9642; revenues and costs recovered through tariff excluded from future rate case proceedings and earnings sharing mechanisms &#9642; early termination: customer pays for remaining net book value, to the extent it cannot be repurposed verbal approval",
Williams Companies,WMB,107263,Energy,10-K,2026-02-24,2025-12-31,0000107263-26-000006,0000107263-26-000006:wmb-20251231.htm,10-K,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/0000107263-26-000006-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/wmb-20251231.htm,utility_only,"nterstate commerce are subject to regulation. the rates are established primarily through the ferc&#8217;s ratemaking process, but rates may also be negotiated with customers pursuant to the terms of tariffs and ferc policy. williams&#8217; interstate natural gas pipelines transport and store natural gas for a broad mix of customers, including local natural gas distribution companies, public utilities,",
Williams Companies,WMB,107263,Energy,10-K,2025-02-25,2024-12-31,0000107263-25-000031,0000107263-25-000031:wmb-20241231.htm,10-K,https://www.sec.gov/Archives/edgar/data/107263/000010726325000031/0000107263-25-000031-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726325000031/wmb-20241231.htm,utility_only,"nterstate commerce are subject to regulation. the rates are established primarily through the ferc&#8217;s ratemaking process, but rates may also be negotiated with customers pursuant to the terms of tariffs and ferc policy. williams&#8217; interstate natural gas pipelines transport and store natural gas for a broad mix of customers, including local natural gas distribution companies, public utilities,",
Williams Companies,WMB,107263,Energy,10-Q,2026-05-04,2026-03-31,0000107263-26-000017,0000107263-26-000017:wmb-20260331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/107263/000010726326000017/0000107263-26-000017-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726326000017/wmb-20260331.htm,utility_only,"luding transco and nwp, remaining performance obligations generally reflect the expected rates for such services for the life of the related contracts; however, these rates may change based on future tariffs approved by the ferc. remaining performance obligations exclude variable consideration, including contracts with variable consideration for which it has elected the practical expedient for considera",
Williams Companies,WMB,107263,Energy,10-Q,2025-05-05,2025-03-31,0000107263-25-000102,0000107263-25-000102:wmb-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/107263/000010726325000102/0000107263-25-000102-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726325000102/wmb-20250331.htm,utility_only,"luding transco and nwp, remaining performance obligations generally reflect the expected rates for such services for the life of the related contracts; however, these rates may change based on future tariffs approved by the ferc and the amount and timing of these changes are not currently known. remaining performance obligations exclude variable consideration, including contracts with variable considera",
Williams Companies,WMB,107263,Energy,10-Q,2025-08-04,2025-06-30,0000107263-25-000123,0000107263-25-000123:wmb-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/107263/000010726325000123/0000107263-25-000123-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726325000123/wmb-20250630.htm,utility_only,"luding transco and nwp, remaining performance obligations generally reflect the expected rates for such services for the life of the related contracts; however, these rates may change based on future tariffs approved by the ferc and the amount and timing of these changes are not currently known. remaining performance obligations exclude variable consideration, including contracts with variable considera",
Williams Companies,WMB,107263,Energy,10-Q,2025-11-03,2025-09-30,0000107263-25-000145,0000107263-25-000145:wmb-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/107263/000010726325000145/0000107263-25-000145-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000010726325000145/wmb-20250930.htm,utility_only,"luding transco and nwp, remaining performance obligations generally reflect the expected rates for such services for the life of the related contracts; however, these rates may change based on future tariffs approved by the ferc. remaining performance obligations exclude variable consideration, including contracts with variable consideration for which it has elected the practical expedient for considera",
Xcel Energy,XEL,72903,Utilities,8-K,2025-02-21,2025-02-20,0000072903-25-000025,0000072903-25-000025:xel-20250220.htm,8-K,https://www.sec.gov/Archives/edgar/data/72903/000007290325000025/0000072903-25-000025-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290325000025/xel-20250220.htm,utility_only,"llo nuclear plants through the early 2050s. additionally, the mpuc approved life extensions of the red wing and mankato refuse-derived fuel plants to 2037 and ordered nsp-minnesota to file a proposed tariff for customers with super-large load, largely data centers, by july 15, 2025. nsp-minnesota will file additional rfps for approved resource needs beginning in late 2025 or early 2026. certain informat",
Xcel Energy,XEL,72903,Utilities,8-K,2025-04-24,2025-04-24,0000072903-25-000084,0000072903-25-000084:xcelearningsreleaseq12025.htm,EX-99.01,https://www.sec.gov/Archives/edgar/data/72903/000007290325000084/0000072903-25-000084-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290325000084/xcelearningsreleaseq12025.htm,utility_only,"land and monticello nuclear plants through the early 2050s. additionally, the mpuc approved life extensions of the red wing and mankato rdf plants to 2037 and ordered nsp-minnesota to file a proposed tariff for customers with super-large load, largely data centers, by july 15, 2025. nsp-minnesota will file additional rfps for approved resource needs beginning in late 2025 or early 2026. nsp-wisconsin &#",
Xcel Energy,XEL,72903,Utilities,8-K,2025-07-31,2025-07-31,0000072903-25-000221,0000072903-25-000221:xcelearningsreleaseq22025.htm,EX-99.01,https://www.sec.gov/Archives/edgar/data/72903/000007290325000221/0000072903-25-000221-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290325000221/xcelearningsreleaseq22025.htm,utility_only,"land and monticello nuclear plants through the early 2050s. additionally, the mpuc approved life extensions of the red wing and mankato rdf plants to 2037 and ordered nsp-minnesota to file a proposed tariff for customers with super-large load, largely data centers, which was filed in july 2025. nsp-minnesota will file additional rfps for approved resource needs beginning in late 2025 or early 2026. 11 n",
Alliant Energy,LNT,352541,Utilities,8-K,2026-03-04,2026-03-02,0000352541-26-000009,0000352541-26-000009:lnt030220268-kex101.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/352541/000035254126000009/0000352541-26-000009-index.htm,https://www.sec.gov/Archives/edgar/data/352541/000035254126000009/lnt030220268-kex101.htm,utility_only,"aring the financial statements referred to in section 5.4, subject to section 1.4. &#8220; governmental approval &#8221; means any authorization, consent, approval, license, franchise, lease, ruling, tariff, rate, permit, certificate, exemption of, or filing or registration with, any governmental authority or other legal or regulatory body. &#8220; governmental authority &#8221; means the government of",
Alliant Energy,LNT,352541,Utilities,8-K,2025-03-03,2025-03-03,0000352541-25-000025,0000352541-25-000025:lnt030320258-kex101.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/352541/000035254125000025/0000352541-25-000025-index.htm,https://www.sec.gov/Archives/edgar/data/352541/000035254125000025/lnt030320258-kex101.htm,utility_only,"aring the financial statements referred to in section 5.4, subject to section 1.4. &#8220; governmental approval &#8221; means any authorization, consent, approval, license, franchise, lease, ruling, tariff, rate, permit, certificate, exemption of, or filing or registration with, any governmental authority or other legal or regulatory body. &#8220; governmental authority &#8221; means the government of",
Ameren,AEE,1002910,Utilities,8-K,2025-11-24,2025-11-24,0001104659-25-115502,0001104659-25-115502:tm2532033d1_8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1002910/000110465925115502/0001104659-25-115502-index.htm,https://www.sec.gov/Archives/edgar/data/1002910/000110465925115502/tm2532033d1_8k.htm,utility_only,"oration and union electric company, doing business as ameren missouri (&#8220;ameren missouri&#8221;), for a discussion of ameren missouri&#8217;s request to modify its existing large primary service tariff (the &#8220;large load customer rate plan&#8221;), which was filed with the missouri public service commission (the &#8220;mopsc&#8221;) in may 2025 and updated in november 2025. &#160; on november 2",
American Water Works,AWK,1410636,Utilities,8-K,2026-03-10,2026-03-05,0001410636-26-000056,0001410636-26-000056:exhibit991-westvirginiapre.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/1410636/000141063626000056/0001410636-26-000056-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063626000056/exhibit991-westvirginiapre.htm,utility_only,proximately $7 per month. the public service commission also introduced an additional customer discount program available to customers enrolled in the special reduced rate residential service (srrrs) tariff. customers on the srrrs tariff will receive an additional 20% discount on the srrrs tariff rate. this will be available in addition to the company&#8217;s h2o help to others program&#8482; and other,
American Water Works,AWK,1410636,Utilities,8-K,2025-05-05,2025-05-05,0001410636-25-000090,0001410636-25-000090:exhibit991-pressreleaseofw.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/1410636/000141063625000090/0001410636-25-000090-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063625000090/exhibit991-pressreleaseofw.htm,utility_only,"onth in the second step after factoring in the current wastewater system improvement charge (wsic) already included on customer bills. the company is also proposing a universal affordability discount tariff that seeks to assist residential customers who meet income qualifications. the four-tiered proposal would tailor rates to various levels of household income. under this proposed tariff, eligible hous",
American Water Works,AWK,1410636,Utilities,8-K,2025-10-29,2025-10-29,0001193125-25-256430,0001193125-25-256430:d938104dex992.htm,EX-99.2,https://www.sec.gov/Archives/edgar/data/1410636/000119312525256430/0001193125-25-256430-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000119312525256430/d938104dex992.htm,utility_only,dual wins for awk &amp; u.s. 0 marine corps 13 marine corps 27 state legislation &amp; regulation enable growth hybrid future fair consolidated infrastructure affordability test year test year value tariff mechanism tariffs/programs ca mo md ca mo ca mo ca mo ia nj hi ky nj ia nj ia nj ia nj il pa ia pa wv il pa il pa il pa in tn il tn in va in va in tn ky va in va ky wv ky wv ky va mo wv md md md wv 1,
CenterPoint Energy,CNP,1130310,Utilities,8-K,2025-07-01,2025-07-01,0001130310-25-000105,0001130310-25-000105:exhibit101bondpurchaseag.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1130310/000113031025000105/0001130310-25-000105-index.htm,https://www.sec.gov/Archives/edgar/data/1130310/000113031025000105/exhibit101bondpurchaseag.htm,utility_only,"r other debt securities issued to securitize the intangible regulatory assets and related rights of the company or any of its subsidiaries arising pursuant to regulatory approval of a special utility tariff or similar revenue stream to recover costs such as the costs of, or related to, removal, restoration, repair or early retirement of facilities and &nbsp; a-8 other assets, excess fuel costs, other un",
CenterPoint Energy,CNP,1130310,Utilities,8-K,2025-10-21,2025-10-20,0001193125-25-245197,0001193125-25-245197:d921256dex21.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/1130310/000119312525245197/0001193125-25-245197-index.htm,https://www.sec.gov/Archives/edgar/data/1130310/000119312525245197/d921256dex21.htm,utility_only,"means generally accepted accounting principles in the united states of america. &nbsp; - 5 - &#8220; governmental approval &#8221; means any authorization, consent, approval, license, ruling, permit, tariff, rate, certification, exemption, filing, variance, order, judgment, decree, publication, notice to, declaration of or registration by or with any governmental authority. &#8220; governmental authorit",
Constellation Energy,CEG,1868275,Utilities,8-K,2025-01-13,2025-01-10,0001868275-25-000011,0001868275-25-000011:ceg-202501138kexh21.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000011/0001868275-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000011/ceg-202501138kexh21.htm,utility_only,"-of-pocket expenses and reasonable attorneys&#8217; and accountants&#8217; fees incurred in the investigation or defense of any of the same. &#8220;market rules and procedures&#8221; means all rules, tariff provisions, standards, procedures, manuals, business practices or similar documentation and all associated obligations, as such may be amended or modified from time to time, that are applied by any s",
DTE Energy,DTE,936340,Utilities,8-K,2025-01-07,2025-01-07,0000936340-25-000007,0000936340-25-000007:evercoreisipresentationf.htm,EX-99.01,https://www.sec.gov/Archives/edgar/data/936340/000093634025000007/0000936340-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634025000007/evercoreisipresentationf.htm,utility_only,"rs ~2,500 mw subscribed &#8226; allows customers to attribute up to 100% of electricity use to renewable sources &#8226; recognized by national renewable energy laboratory as having the largest green tariff program in the country, fulfilling more load under contracted subscriptions than any other program &#8226; two largest renewable energy purchases from a utility announced with ford motor company and",
DTE Energy,DTE,936340,Utilities,8-K,2025-02-28,2025-02-28,0000936340-25-000076,0000936340-25-000076:dtegasexhibit991123124.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/936340/000093634025000076/0000936340-25-000076-index.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634025000076/dtegasexhibit991123124.htm,utility_only,ed unbilled amounts recognized in revenue are subject to adjustment in the following reporting period as actual volumes by customer class and service type are known. revenues are typically subject to tariff rates or other rates subject to regulatory oversight and are billed and received monthly. tariff rates are determined by the mpsc on a per unit or monthly basis. transaction price allocated to the re,
