Year,Month,Month_Number,Data_Item,Value,Units
2026,February,2,"Consumer price index, Dairy and related products, 12 month percent change",0.1,percent
2026,March,3,"Consumer price index, Dairy and related products, 12 month percent change",-1.6,percent
2026,April,4,"Consumer price index, Dairy and related products, 12 month percent change",-0.6,percent
2026,May,5,"Consumer price index, Dairy and related products, 12 month percent change",-1,percent
2026,June,6,"Consumer price index, Dairy and related products, 12 month percent change",0.4,percent
2026,July,7,"Consumer price index, Dairy and related products, 12 month percent change",-0.5,percent
2024,August,8,"Consumer price index, eggs",323.929,1982-84=100
2024,September,9,"Consumer price index, eggs",356.19,1982-84=100
2024,October,10,"Consumer price index, eggs",333.047,1982-84=100
2024,November,11,"Consumer price index, eggs",359.058,1982-84=100
2024,December,12,"Consumer price index, eggs",389.077,1982-84=100
2025,January,1,"Consumer price index, eggs",442.773,1982-84=100
2025,February,2,"Consumer price index, eggs",498.223,1982-84=100
2025,March,3,"Consumer price index, eggs",504.205,1982-84=100
2025,April,4,"Consumer price index, eggs",451.154,1982-84=100
2025,May,5,"Consumer price index, eggs",417.195,1982-84=100
2025,June,6,"Consumer price index, eggs",372.296,1982-84=100
2025,July,7,"Consumer price index, eggs",359.678,1982-84=100
2025,August,8,"Consumer price index, eggs",359.131,1982-84=100
2025,September,9,"Consumer price index, eggs",351.693,1982-84=100
2025,October,10,"Consumer price index, eggs",NA,1982-84=100
2025,November,11,"Consumer price index, eggs",311.513,1982-84=100
2025,December,12,"Consumer price index, eggs",307.876,1982-84=100
2026,January,1,"Consumer price index, eggs",291.463,1982-84=100
2026,February,2,"Consumer price index, eggs",288.679,1982-84=100
2026,March,3,"Consumer price index, eggs",279.024,1982-84=100
2026,April,4,"Consumer price index, eggs",274.415,1982-84=100
2026,May,5,"Consumer price index, eggs",270.421,1982-84=100
2026,June,6,"Consumer price index, eggs",268.277,1982-84=100
2026,July,7,"Consumer price index, eggs",267.136,1982-84=100
2024,August,8,"Consumer price index, eggs, 12 month percent change",28.1,percent
2024,September,9,"Consumer price index, eggs, 12 month percent change",39.6,percent
2024,October,10,"Consumer price index, eggs, 12 month percent change",30.4,percent
2024,November,11,"Consumer price index, eggs, 12 month percent change",37.5,percent
2024,December,12,"Consumer price index, eggs, 12 month percent change",36.8,percent
2025,January,1,"Consumer price index, eggs, 12 month percent change",53,percent
2025,February,2,"Consumer price index, eggs, 12 month percent change",58.8,percent
2025,March,3,"Consumer price index, eggs, 12 month percent change",60.4,percent
2025,April,4,"Consumer price index, eggs, 12 month percent change",49.3,percent
2025,May,5,"Consumer price index, eggs, 12 month percent change",41.5,percent
2025,June,6,"Consumer price index, eggs, 12 month percent change",27.3,percent
2025,July,7,"Consumer price index, eggs, 12 month percent change",16.4,percent
2025,August,8,"Consumer price index, eggs, 12 month percent change",10.9,percent
2025,September,9,"Consumer price index, eggs, 12 month percent change",-1.3,percent
2025,October,10,"Consumer price index, eggs, 12 month percent change",NA,percent
2025,November,11,"Consumer price index, eggs, 12 month percent change",-13.2,percent
2025,December,12,"Consumer price index, eggs, 12 month percent change",-20.9,percent
2026,January,1,"Consumer price index, eggs, 12 month percent change",-34.2,percent
2026,February,2,"Consumer price index, eggs, 12 month percent change",-42.1,percent
2026,March,3,"Consumer price index, eggs, 12 month percent change",-44.7,percent
2026,April,4,"Consumer price index, eggs, 12 month percent change",-39.2,percent
2026,May,5,"Consumer price index, eggs, 12 month percent change",-35.2,percent
2026,June,6,"Consumer price index, eggs, 12 month percent change",-27.9,percent
2026,July,7,"Consumer price index, eggs, 12 month percent change",-25.7,percent
